timestamp,volume,vwap,open,close,high,low,transactions,symbol
2023-12-07 20:00:00,6261993.0,194.1884,194.15,194.24,194.35,194.01,66395,AAPL
2023-12-07 21:00:00,1485992.0,194.2589,194.21,193.9625,194.29,193.85,1466,AAPL
2023-12-07 22:00:00,11451.0,194.0607,194.0,194.06,194.14,193.97,314,AAPL
2023-12-07 23:00:00,13662.0,194.0952,194.0616,194.1001,194.17,194.06,197,AAPL
2023-12-08 00:00:00,12972.0,194.1115,194.11,194.0814,194.15,194.05,241,AAPL
2023-12-08 09:00:00,5108.0,194.1227,194.0,194.13,194.17,194.0,145,AAPL
2023-12-08 10:00:00,8552.0,194.2413,194.13,194.23,194.3,194.13,177,AAPL
2023-12-08 11:00:00,17778.0,194.2121,194.22,194.0,194.33,194.0,287,AAPL
2023-12-08 12:00:00,25238.0,193.8823,193.9,194.05,194.05,193.78,547,AAPL
2023-12-08 13:00:00,395476.0,193.9147,193.85,194.1,194.39,193.44,6375,AAPL
2023-12-08 14:00:00,6380426.0,194.0984,194.11,193.82,194.55,193.65,59321,AAPL
2023-12-08 15:00:00,7135322.0,194.6256,193.82,194.9799,195.0,193.82,184266,AAPL
2023-12-08 16:00:00,4102574.0,194.6471,194.975,194.4501,195.0,194.271,47639,AAPL
2023-12-08 17:00:00,5804961.0,194.9683,194.455,195.1701,195.3,194.335,61390,AAPL
2023-12-08 18:00:00,4510380.0,195.3148,195.18,195.6137,195.6353,195.02,43944,AAPL
2023-12-08 19:00:00,4762777.0,195.716,195.62,195.8299,195.98,195.45,50271,AAPL
2023-12-08 20:00:00,7807090.0,195.7287,195.835,195.72,195.99,195.41,79419,AAPL
2023-12-08 21:00:00,665740.0,195.708,195.72,195.69,195.77,195.61,1623,AAPL
2023-12-08 22:00:00,1003411.0,195.6893,195.71,195.71,195.74,195.1825,528,AAPL
2023-12-08 23:00:00,17977.0,195.705,195.72,195.71,195.73,195.66,276,AAPL
2023-12-09 00:00:00,9299.0,195.7286,195.7,195.79,195.79,195.68,217,AAPL
2023-12-11 09:00:00,43506.0,194.9729,195.01,194.8,195.05,194.8,765,AAPL
2023-12-11 10:00:00,38845.0,194.7884,194.83,194.64,194.85,194.61,568,AAPL
2023-12-11 11:00:00,22212.0,194.5833,194.66,194.7,194.7,194.46,510,AAPL
2023-12-11 12:00:00,125992.0,195.114,194.75,194.95,195.5,194.74,2096,AAPL
2023-12-11 13:00:00,273564.0,194.8988,194.98,194.91,195.4763,194.48,5080,AAPL
2023-12-11 14:00:00,13018277.0,193.0,194.91,192.89,195.19,191.54,131647,AAPL
2023-12-11 15:00:00,9494135.0,192.2441,192.9,191.96,192.99,191.705,254135,AAPL
2023-12-11 16:00:00,7254982.0,191.8538,191.965,191.98,192.225,191.42,69689,AAPL
2023-12-11 17:00:00,3691975.0,192.1861,191.97,192.2142,192.39,191.81,47614,AAPL
2023-12-11 18:00:00,4250531.0,192.5507,192.22,192.785,192.81,192.15,46581,AAPL
2023-12-11 19:00:00,4084326.0,192.8641,192.788,192.895,193.005,192.68,46873,AAPL
2023-12-11 20:00:00,7733120.0,193.0315,192.9,193.19,193.31,192.75,80209,AAPL
2023-12-11 21:00:00,536622.0,193.1834,193.22,193.2259,193.26,193.18,1353,AAPL
2023-12-11 22:00:00,32271.0,193.1991,193.22,193.1,193.23,193.0997,538,AAPL
2023-12-11 23:00:00,12557.0,193.1352,193.09,193.18,193.18,193.01,264,AAPL
2023-12-12 00:00:00,32001.0,193.3751,193.18,193.42,193.52,193.18,587,AAPL
2023-12-12 09:00:00,20153.0,193.0451,193.34,192.8,193.38,192.75,483,AAPL
2023-12-12 10:00:00,41377.0,192.562,192.8,192.54,192.84,192.29,669,AAPL
2023-12-12 11:00:00,6075.0,192.705,192.54,192.64,192.85,192.54,118,AAPL
2023-12-12 12:00:00,60448.0,192.9543,192.74,193.12,193.24,192.65,1185,AAPL
2023-12-12 13:00:00,1118048.0,193.0669,192.73,192.5,193.55,192.23,6133,AAPL
2023-12-12 14:00:00,6473564.0,192.3744,192.55,192.415,193.39,191.721,67840,AAPL
2023-12-12 15:00:00,6991844.0,192.9498,192.4186,193.21,193.42,192.26,175871,AAPL
2023-12-12 16:00:00,4211347.0,193.3237,193.215,193.435,193.62,193.13,46904,AAPL
2023-12-12 17:00:00,3167063.0,193.3647,193.435,193.43,193.51,193.07,36259,AAPL
2023-12-12 18:00:00,5016112.0,193.7263,193.43,194.0611,194.1465,193.37,48117,AAPL
2023-12-12 19:00:00,3992679.0,194.2267,194.065,194.2428,194.34,193.99,43981,AAPL
2023-12-12 20:00:00,7821923.0,194.4137,194.25,194.67,194.72,194.21,77205,AAPL
2023-12-12 21:00:00,1848081.0,194.7116,194.71,194.7201,194.8,194.56,1877,AAPL
2023-12-12 22:00:00,36928.0,194.6603,194.75,194.66,194.75,194.65,574,AAPL
2023-12-12 23:00:00,20944.0,194.7669,194.67,194.7401,194.79,194.67,414,AAPL
2023-12-13 00:00:00,18280.0,194.7581,194.78,194.7699,194.83,194.6601,393,AAPL
2023-12-13 09:00:00,7512.0,194.6958,194.51,194.6,194.75,194.51,172,AAPL
2023-12-13 10:00:00,13664.0,194.4964,194.65,194.51,194.65,194.41,287,AAPL
2023-12-13 11:00:00,67931.0,195.017,194.51,195.36,195.36,194.51,1150,AAPL
2023-12-13 12:00:00,61464.0,195.2063,195.18,195.4,195.46,195.0,1168,AAPL
2023-12-13 13:00:00,399787.0,195.793,195.1,195.89,196.19,194.53,6908,AAPL
2023-12-13 14:00:00,7775409.0,195.8027,195.83,195.91,196.58,194.71,79597,AAPL
2023-12-13 15:00:00,7551885.0,196.3196,195.9,196.322,196.7381,195.8,184114,AAPL
2023-12-13 16:00:00,5628705.0,196.0677,196.33,195.9501,196.46,195.65,55447,AAPL
2023-12-13 17:00:00,4098284.0,195.8174,195.955,196.095,196.11,195.48,41512,AAPL
2023-12-13 18:00:00,5872900.0,196.5468,196.095,196.47,196.92,196.05,52410,AAPL
2023-12-13 19:00:00,11463640.0,197.322,196.48,197.91,198.0,196.48,111648,AAPL
2023-12-13 20:00:00,13203528.0,197.3223,197.915,197.88,197.98,196.57,124733,AAPL
2023-12-13 21:00:00,2081578.0,197.9184,197.92,197.86,197.98,197.51,5339,AAPL
2023-12-13 22:00:00,1061659.0,197.9592,197.85,198.1,198.24,197.7,3168,AAPL
2023-12-13 23:00:00,153592.0,197.9629,198.1,197.88,198.14,197.76,1420,AAPL
2023-12-14 00:00:00,147538.0,198.2182,197.95,198.53,198.78,197.84,1959,AAPL
2023-12-14 09:00:00,57976.0,198.0548,198.53,197.99,198.6,197.8,1304,AAPL
2023-12-14 10:00:00,22116.0,198.1408,197.99,198.19,198.28,197.91,514,AAPL
2023-12-14 11:00:00,25154.0,197.9395,198.09,197.95,198.1,197.78,674,AAPL
2023-12-14 12:00:00,89167.0,198.0464,197.98,198.0,198.15,197.93,1757,AAPL
2023-12-14 13:00:00,312394.0,198.1169,197.98,198.26,198.97,197.9,5568,AAPL
2023-12-14 14:00:00,11402194.0,199.0151,198.26,199.2,199.62,197.5,104451,AAPL
2023-12-14 15:00:00,10780650.0,199.1051,199.19,199.12,199.6,198.6584,215100,AAPL
2023-12-14 16:00:00,8282646.0,198.3543,199.125,197.7979,199.215,197.76,77057,AAPL
2023-12-14 17:00:00,4998522.0,198.1458,197.795,197.71,198.56,197.59,60037,AAPL
2023-12-14 18:00:00,5641864.0,197.0438,197.71,196.7977,197.71,196.16,65422,AAPL
2023-12-14 19:00:00,4812010.0,197.4542,196.795,197.715,197.905,196.77,53166,AAPL
2023-12-14 20:00:00,10181484.0,197.8925,197.72,198.14,198.16,197.56,100131,AAPL
2023-12-14 21:00:00,822347.0,198.1095,198.11,198.0,198.27,197.85,2752,AAPL
2023-12-14 22:00:00,22671.0,197.9504,198.0,197.89,198.02,197.81,603,AAPL
2023-12-14 23:00:00,23725.0,197.9451,197.94,197.94,198.08,197.8,462,AAPL
2023-12-15 00:00:00,23130.0,198.0624,197.92,197.9,198.14,197.9,473,AAPL
2023-12-15 09:00:00,11174.0,198.3005,198.3,198.3,198.35,198.21,283,AAPL
2023-12-15 10:00:00,12340.0,198.2362,198.25,198.25,198.3,198.16,331,AAPL
2023-12-15 11:00:00,7983.0,198.2826,198.25,198.25,198.34,198.25,188,AAPL
2023-12-15 12:00:00,52704.0,197.9201,198.26,197.7,198.26,197.46,1252,AAPL
2023-12-15 13:00:00,202610.0,198.0377,198.2501,198.15,198.77,197.5,4581,AAPL
2023-12-15 14:00:00,23279597.0,197.4676,198.2,197.885,198.5,196.66,80792,AAPL
2023-12-15 15:00:00,7615117.0,197.9122,197.89,197.677,198.3999,197.42,127918,AAPL
2023-12-15 16:00:00,4742709.0,197.7004,197.68,197.935,198.02,197.35,56591,AAPL
2023-12-15 17:00:00,3938145.0,197.5695,197.94,197.1699,197.95,197.155,47128,AAPL
2023-12-15 18:00:00,4618340.0,197.3427,197.1612,197.56,197.6388,197.02,54444,AAPL
2023-12-15 19:00:00,3146798.0,197.4955,197.565,197.4799,197.665,197.27,40464,AAPL
2023-12-15 20:00:00,11438964.0,197.6951,197.475,197.12,198.2,197.0,113080,AAPL
2023-12-15 21:00:00,19480803.0,197.4643,197.12,196.45,197.57,195.81,15587,AAPL
2023-12-15 22:00:00,152659.0,196.7141,196.48,196.4173,197.57,196.15,1654,AAPL
2023-12-15 23:00:00,70775.0,196.5537,196.5,196.62,196.65,196.4,778,AAPL
2023-12-16 00:00:00,212471.0,196.7327,196.62,196.5999,196.85,196.52,1187,AAPL
2023-12-18 09:00:00,34277.0,195.9193,196.32,195.77,196.49,195.5,920,AAPL
2023-12-18 10:00:00,14606.0,196.0143,195.8,196.05,196.2,195.8,419,AAPL
2023-12-18 11:00:00,17672.0,196.1143,196.07,196.21,196.31,195.95,398,AAPL
2023-12-18 12:00:00,48527.0,196.3285,196.32,196.48,196.5,196.12,1391,AAPL
2023-12-18 13:00:00,1690040.0,197.3958,196.44,196.22,196.5,193.5,5092,AAPL
2023-12-18 14:00:00,9707776.0,195.2364,196.22,194.925,196.63,194.39,113820,AAPL
2023-12-18 15:00:00,8625856.0,195.0863,194.95,194.96,195.59,194.62,246738,AAPL
2023-12-18 16:00:00,5178656.0,194.8728,194.95,194.835,195.29,194.65,60807,AAPL
2023-12-18 17:00:00,3401245.0,195.2253,194.835,195.46,195.4688,194.81,43996,AAPL
2023-12-18 18:00:00,3674703.0,195.9341,195.465,196.205,196.23,195.46,46614,AAPL
2023-12-18 19:00:00,4147790.0,196.2428,196.21,196.26,196.48,196.01,50358,AAPL
2023-12-18 20:00:00,7241388.0,196.1502,196.27,195.8623,196.45,195.78,78633,AAPL
2023-12-18 21:00:00,2973207.0,195.8831,195.89,195.8,195.9207,195.0,2237,AAPL
2023-12-18 22:00:00,993689.0,195.8866,195.78,195.75,195.86,195.72,599,AAPL
2023-12-18 23:00:00,57066.0,195.8454,195.75,195.7802,195.89,195.69,394,AAPL
2023-12-19 00:00:00,24427.0,195.8139,195.86,195.85,195.89,195.74,449,AAPL
2023-12-19 09:00:00,3413.0,195.9401,195.76,195.91,196.0,195.76,134,AAPL
2023-12-19 10:00:00,2060.0,195.8875,195.9,195.85,195.94,195.8,99,AAPL
2023-12-19 11:00:00,21084.0,195.9462,195.83,196.17,196.19,195.75,501,AAPL
2023-12-19 12:00:00,78972.0,196.2091,196.07,196.5,196.52,195.98,1433,AAPL
2023-12-19 13:00:00,1001041.0,196.0839,195.89,196.65,197.0,195.51,5289,AAPL
2023-12-19 14:00:00,5354270.0,196.2617,196.55,196.5782,196.655,195.89,58741,AAPL
2023-12-19 15:00:00,5434001.0,196.4937,196.58,196.725,196.84,196.05,168694,AAPL
2023-12-19 16:00:00,3931499.0,196.6241,196.725,196.285,196.95,196.21,47697,AAPL
2023-12-19 17:00:00,2731655.0,196.2203,196.285,196.25,196.35,195.97,34236,AAPL
2023-12-19 18:00:00,2321349.0,196.1402,196.245,196.085,196.31,195.97,32823,AAPL
2023-12-19 19:00:00,2374791.0,196.0797,196.09,196.095,196.1701,195.99,31851,AAPL
2023-12-19 20:00:00,5899980.0,196.492,196.1,196.92,196.95,195.98,64541,AAPL
2023-12-19 21:00:00,1187214.0,196.9331,196.92,196.83,197.0,196.78,1892,AAPL
2023-12-19 22:00:00,41353.0,196.8249,196.82,196.84,196.84,196.76,426,AAPL
2023-12-19 23:00:00,15956.0,196.8041,196.82,196.8,196.8406,196.76,374,AAPL
2023-12-20 00:00:00,37969.0,196.8437,196.76,196.88,196.88,196.76,540,AAPL
2023-12-20 09:00:00,27301.0,195.9148,196.0,195.95,196.2,195.68,691,AAPL
2023-12-20 10:00:00,14232.0,195.8917,195.97,195.99,195.99,195.81,360,AAPL
2023-12-20 11:00:00,17583.0,196.0246,195.99,196.0,196.12,195.86,414,AAPL
2023-12-20 12:00:00,50732.0,196.0776,196.0,196.04,196.25,195.89,1170,AAPL
2023-12-20 13:00:00,98391.0,196.2097,196.04,196.14,196.9,195.9799,3271,AAPL
2023-12-20 14:00:00,6175014.0,197.2177,196.14,197.52,197.68,195.95,67109,AAPL
2023-12-20 15:00:00,4874062.0,197.4321,197.51,197.385,197.665,197.23,171834,AAPL
2023-12-20 16:00:00,3804400.0,197.2541,197.385,197.3037,197.44,197.01,49830,AAPL
2023-12-20 17:00:00,2764352.0,197.3326,197.31,197.41,197.44,197.2,34123,AAPL
2023-12-20 18:00:00,2943308.0,197.3701,197.41,197.235,197.57,197.1668,34193,AAPL
2023-12-20 19:00:00,5230711.0,196.6432,197.23,195.72,197.34,195.68,57261,AAPL
2023-12-20 20:00:00,12155482.0,195.4539,195.72,194.84,197.4,194.84,122490,AAPL
2023-12-20 21:00:00,2138752.0,194.8466,194.86,195.3001,195.373,194.76,3081,AAPL
2023-12-20 22:00:00,101806.0,195.16,195.33,195.33,195.52,195.31,954,AAPL
2023-12-20 23:00:00,59934.0,195.0627,195.36,195.3301,195.44,194.83,546,AAPL
2023-12-21 00:00:00,24326.0,195.4336,195.38,195.4,195.5,195.37,389,AAPL
2023-12-21 09:00:00,27630.0,195.9937,195.86,195.94,196.1,195.7,514,AAPL
2023-12-21 10:00:00,7267.0,195.8318,195.93,195.79,195.94,195.75,161,AAPL
2023-12-21 11:00:00,6867.0,195.8797,195.86,195.84,195.99,195.79,625,AAPL
2023-12-21 12:00:00,33788.0,195.9094,195.89,195.85,195.99,195.81,653,AAPL
2023-12-21 13:00:00,219224.0,196.0724,195.9,196.05,196.49,195.5,4746,AAPL
2023-12-21 14:00:00,5056140.0,196.4627,196.08,195.78,197.08,195.68,56747,AAPL
2023-12-21 15:00:00,7680419.0,195.0771,195.78,194.44,195.82,194.29,192964,AAPL
2023-12-21 16:00:00,4418808.0,194.6816,194.435,194.49,194.97,194.34,54866,AAPL
2023-12-21 17:00:00,4842005.0,194.0381,194.4909,193.75,194.53,193.67,58893,AAPL
2023-12-21 18:00:00,4080021.0,193.9299,193.75,194.0601,194.24,193.5,47556,AAPL
2023-12-21 19:00:00,3630855.0,194.0386,194.06,193.89,194.36,193.78,45313,AAPL
2023-12-21 20:00:00,7451575.0,194.5276,193.89,194.68,194.98,193.76,84082,AAPL
2023-12-21 21:00:00,1639488.0,194.701,194.68,194.85,194.99,194.68,3109,AAPL
2023-12-21 22:00:00,65990.0,194.8239,194.84,194.8,194.9,194.78,1059,AAPL
2023-12-21 23:00:00,49672.0,194.6715,194.76,194.65,194.7663,194.58,724,AAPL
2023-12-22 00:00:00,23521.0,194.6366,194.64,194.63,194.6793,194.6,571,AAPL
2023-12-22 09:00:00,25842.0,194.1497,194.46,194.21,194.46,193.84,596,AAPL
2023-12-22 10:00:00,14380.0,194.4075,194.21,194.53,194.56,194.15,349,AAPL
2023-12-22 11:00:00,6492.0,194.6415,194.59,194.69,194.69,194.58,213,AAPL
2023-12-22 12:00:00,34660.0,194.8999,194.74,194.94,194.99,194.74,606,AAPL
2023-12-22 13:00:00,215780.0,194.9665,194.665,195.18,195.2,194.1,4318,AAPL
2023-12-22 14:00:00,4721948.0,194.9686,195.18,195.235,195.41,194.425,54317,AAPL
2023-12-22 15:00:00,5152309.0,194.6997,195.23,194.345,195.29,194.33,178719,AAPL
2023-12-22 16:00:00,3736745.0,194.1968,194.34,194.13,194.38,194.01,48300,AAPL
2023-12-22 17:00:00,3438545.0,194.1092,194.1399,194.25,194.32,193.84,41481,AAPL
2023-12-22 18:00:00,2795532.0,194.2151,194.259,194.0,194.46,193.98,35659,AAPL
2023-12-22 19:00:00,4402363.0,193.5374,194.01,193.8,194.02,192.97,58144,AAPL
2023-12-22 20:00:00,6551308.0,193.7027,193.81,193.53,193.99,193.485,72430,AAPL
2023-12-22 21:00:00,513147.0,193.6029,193.6,193.6,193.76,193.53,1617,AAPL
2023-12-22 22:00:00,52785.0,193.5586,193.5809,193.58,193.6,193.55,296,AAPL
2023-12-22 23:00:00,6533.0,193.5852,193.57,193.6,193.65,193.56,238,AAPL
2023-12-23 00:00:00,19037.0,193.5623,193.57,193.58,193.59,193.55,396,AAPL
2023-12-26 09:00:00,11878.0,193.9047,193.8,193.81,194.12,193.76,391,AAPL
2023-12-26 10:00:00,2352.0,193.8662,193.83,193.84,193.92,193.83,78,AAPL
2023-12-26 11:00:00,1735.0,193.8662,193.89,193.87,193.89,193.83,97,AAPL
2023-12-26 12:00:00,20712.0,193.7941,193.85,193.87,193.88,193.7,719,AAPL
2023-12-26 13:00:00,123432.0,193.6377,193.85,193.5294,194.02,193.116,4542,AAPL
2023-12-26 14:00:00,4396803.0,193.4768,193.53,193.25,193.89,192.98,59846,AAPL
2023-12-26 15:00:00,4155289.0,193.1539,193.255,193.225,193.44,192.89,210467,AAPL
2023-12-26 16:00:00,2660270.0,193.0975,193.228,193.225,193.3,192.89,41372,AAPL
2023-12-26 17:00:00,2570586.0,193.1572,193.22,193.18,193.33,193.03,34505,AAPL
2023-12-26 18:00:00,2344902.0,193.0994,193.18,192.8898,193.36,192.83,33331,AAPL
2023-12-26 19:00:00,2317149.0,193.0093,192.89,193.045,193.14,192.87,31351,AAPL
2023-12-26 20:00:00,5498582.0,193.1726,193.05,193.04,193.49,192.92,63901,AAPL
2023-12-26 21:00:00,363406.0,193.0272,193.06,192.9,193.11,192.86,2272,AAPL
2023-12-26 22:00:00,18457.0,192.8716,192.9,192.9099,193.05,192.87,637,AAPL
2023-12-26 23:00:00,26022.0,192.9442,192.92,192.9056,193.0,192.89,608,AAPL
2023-12-27 00:00:00,10067.0,192.9036,192.93,192.9,192.95,192.86,345,AAPL
2023-12-27 09:00:00,16843.0,192.8659,193.0,192.8,193.0,192.74,550,AAPL
2023-12-27 10:00:00,2194.0,192.8223,192.8,192.86,192.86,192.8,75,AAPL
2023-12-27 11:00:00,4623.0,192.8163,192.81,192.82,192.83,192.8,152,AAPL
2023-12-27 12:00:00,14436.0,192.8951,192.85,192.91,192.98,192.82,422,AAPL
2023-12-27 13:00:00,302762.0,193.0278,192.8214,192.9133,193.05,192.8,3313,AAPL
2023-12-27 14:00:00,4347697.0,192.6136,192.94,192.45,192.99,192.0,57862,AAPL
2023-12-27 15:00:00,7267166.0,191.6849,192.455,191.67,192.54,191.1,201496,AAPL
2023-12-27 16:00:00,6171992.0,191.7066,191.6788,192.1442,192.18,191.09,65599,AAPL
2023-12-27 17:00:00,5431193.0,192.4612,192.15,192.64,192.75,192.1111,46955,AAPL
2023-12-27 18:00:00,4581496.0,193.073,192.64,193.3818,193.5,192.64,49493,AAPL
2023-12-27 19:00:00,4230883.0,193.0107,193.38,192.92,193.38,192.76,48526,AAPL
2023-12-27 20:00:00,7287759.0,192.962,192.92,193.19,193.22,192.73,65817,AAPL
2023-12-27 21:00:00,543245.0,193.1515,193.15,193.13,193.23,193.08,1775,AAPL
2023-12-27 22:00:00,119537.0,193.1723,193.11,193.1494,193.23,193.0501,970,AAPL
2023-12-27 23:00:00,15371.0,193.1591,193.15,193.16,193.1954,193.1,497,AAPL
2023-12-28 00:00:00,18740.0,193.1718,193.16,193.1794,193.22,193.1,562,AAPL
2023-12-28 09:00:00,14852.0,193.7083,193.5,193.6,194.0,193.5,549,AAPL
2023-12-28 10:00:00,8175.0,193.7543,193.6,193.8,193.83,193.6,208,AAPL
2023-12-28 11:00:00,4176.0,193.816,193.83,193.73,193.85,193.73,105,AAPL
2023-12-28 12:00:00,24788.0,193.6568,193.75,193.64,193.75,193.56,651,AAPL
2023-12-28 13:00:00,99635.0,193.6607,193.69,193.65,193.76,193.5142,3352,AAPL
2023-12-28 14:00:00,5199906.0,194.302,193.63,194.095,194.66,193.4,56344,AAPL
